,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
0,-0.26238886,-0.06310548,-0.13750008,0.27960694,1.4471154,0.724944,0.25922298,0.037499964,0.81548554,0.28520787,0.61707485,-0.5707276,-0.15341786,-0.24144135,-0.07778917,0.41741443,-1.0048803,-0.78655446,-0.45263267,0.22995074,-0.13049315,0.36783835,0.8023466,1.1910297,0.67882454,-0.50030357,-0.3886109,0.27732697,-0.094660416,-0.34730837,-0.15816848,-0.761262,-0.85769993,0.4436676,-0.68574923,-0.5131816,0.5867781,-0.50972813,0.027173392,-0.51278985,0.20843402,-0.7236176,0.09296872,0.26381764,-0.16402945,-0.21766883,0.019742645,-0.3786234,0.56590986,0.47259712,-0.7037268,0.21231747,-0.03863833,-0.58118457,-1.33644,-0.13367891,0.16892575,-0.49082875,-0.2556767,1.570137,0.38889447,0.6289453,0.021277882,0.21815734,-0.47053698,-0.048302323,-0.126057,0.44057223,0.40718,-0.66343784,-0.246014,-0.44545612,-0.09525144,-0.1818574,0.7685381,0.08373534,0.5892955,0.9262122,0.022310354,0.74242556,-0.83350134,-0.18294577,-0.11354192,-0.63208777,-0.7410263,0.15784697,0.029202092,-0.029716145,0.6295196,-0.6102559,1.047134,-0.39848587,-0.032532595,-0.091590896,1.5120558,0.09499857,-1.3145347,-0.33175603,-1.292011,0.06622899,0.7552333,-0.039782252,-0.4892254,-0.6885756,-0.008915313,-0.6188941,0.4556466,-2.0147398,-0.6315496,-0.4965782,-0.016483445,0.36518872,0.67856705,-0.39596334,0.21971801,-0.12464926,-0.41939342,0.5577144,-0.7508779,1.8542593,-0.55705076,-0.40357992,0.7762774,0.40368253,-0.02478034,-0.5816698,1.3590747,0.9836166
1,-0.302894,-0.4564807,0.33861405,-0.31239542,-0.09099252,1.3843931,-0.5729968,-0.43068987,-0.027022863,-0.026323976,0.36644766,-0.16546923,0.23689313,-0.017010756,0.26359197,0.36596757,0.8513446,0.07307659,0.18271011,-0.18516323,0.2934915,-0.85977536,-0.59861374,-0.24308413,-0.01304784,-0.44001257,-0.14095835,0.45214584,-0.5752517,0.54403317,0.07523447,0.54746383,-0.05928254,-0.2631095,0.44303694,-0.3515057,-0.19372943,0.29340002,1.7044971,0.5001277,0.7238437,-0.21377327,0.7423209,-0.38042125,-0.21655849,-0.35270494,-0.19921035,-0.07996676,0.2897178,0.18733932,0.14155072,0.006612299,0.43727213,-0.012766764,0.39927834,0.18147081,-0.083991215,-1.0370657,-0.060646355,0.058270536,0.2523985,-0.4861415,0.81399924,0.3627702,-0.025745194,-0.41330057,-0.10263402,-0.31128833,-0.2074795,0.07536733,-0.042578798,0.06762572,0.11398794,-0.3751365,0.82167536,-0.023159388,0.33535814,0.38879645,-0.19437948,0.69411254,0.0073208474,-0.6108142,-0.26974058,0.49140707,0.5004387,0.3699066,0.3867902,-0.7940097,-1.374074,-0.1348139,0.48835596,0.22908172,-0.3449828,0.035930164,0.31266344,0.3931146,-0.06254796,-0.13801043,-1.6765409,-0.43513837,-0.13928118,0.2509127,-0.023905098,-0.04914747,-0.50233954,-0.3618965,-0.9302251,-0.9906372,-0.5096012,0.19907805,0.5108398,0.108607516,-0.038910344,-0.1907341,-0.5172618,-0.75903225,-0.045540713,0.8627397,-0.5555627,0.020923473,-0.46875352,-0.6057929,2.1293943,0.033398412,-0.6121287,-0.08226304,0.16111532,0.7763063
2,-0.15958495,-0.11771789,0.22213323,-1.3606207,0.11611108,1.0081248,0.26917404,1.3501037,0.05466634,0.14965807,1.3423239,0.4445809,0.24147348,0.2857453,-0.47492835,-0.017570293,0.32856303,-0.9670889,-0.14049281,0.736158,0.43581495,-0.56214863,-0.579246,0.76428306,-0.34925064,0.19084248,-0.5561352,0.3129714,0.03993007,-1.132125,-0.3444545,1.1519083,-0.3472844,-0.14674217,0.44726735,-0.47424278,-0.28019276,-0.55311346,0.59619546,0.42109758,-0.3785207,-0.029887699,0.3206026,0.3045916,-0.15635313,-0.9956531,1.2738656,0.01774048,0.5854423,-0.2565734,-0.32676882,1.145015,-0.747584,-1.6095012,-0.30086216,0.10892199,-0.9155993,0.5315502,0.7210857,1.5813205,0.8086565,0.1477307,-0.039386075,-0.2107201,0.24772176,0.54387176,0.039038405,1.9797881,1.8072394,-0.48093176,-0.78711516,-0.10679005,-0.33672965,0.8136477,0.43851632,0.4346884,0.7326311,-0.64567554,-0.747252,0.21538697,-0.6253063,-0.85773253,-0.9839015,-0.26459572,0.20010906,-0.46836844,-0.0036489815,-1.704262,0.18880749,-0.066075936,-0.53778845,-0.3020366,-0.3094585,-0.6530362,0.42865956,1.1890831,-0.9802599,0.19303429,-0.958909,0.22231162,-0.034192275,-0.2941921,-0.57577527,-0.79820824,-1.52782,-0.07438388,0.650776,-1.4688971,-0.25205132,0.27890137,0.6793399,0.7469404,0.9264895,-1.0631025,0.5108357,1.0909044,-0.1459913,0.07838313,-0.36922657,1.0889447,-0.45715666,0.5224085,0.24525204,0.7978286,-0.23711564,-0.285733,0.42508882,-0.14254436
3,-0.16430934,-0.34568894,-0.268655,-0.05809344,-0.14862539,0.9141203,-1.1263576,0.26593405,-0.27791247,0.41151762,-0.007949218,0.44840437,0.91684693,-0.3711633,0.56294703,0.12896803,-0.2531532,-0.1439654,0.6067928,0.15714012,-0.2544266,0.16095373,0.65111786,0.8930277,-0.22492848,-0.08536219,-0.24176523,1.4493339,-0.4974985,-0.70562834,-1.6816765,0.48370197,-0.7111461,0.17978698,0.18639046,0.21570751,-0.5680402,-0.8941227,-0.38763565,-0.43257654,0.39382917,-0.5072229,0.0301264,0.21489659,-0.37653685,-0.52440435,0.6865026,-1.1465387,0.61115664,-0.2642525,-0.40699637,-0.36991888,0.03027784,-0.8243864,0.1615053,-0.15925251,-0.16646267,-0.046266105,-1.1883019,0.3125761,-0.18638209,-0.12953596,0.69855887,0.039024696,-0.34805134,-0.06913227,0.78997266,0.124641426,0.9357867,0.037109762,0.7936692,0.39892462,-0.013332378,0.84089977,1.2745103,0.031329274,-0.25093493,0.7141708,0.31109646,0.73751706,0.31398788,-0.7187921,-0.47033027,-0.31024072,0.23152843,0.071406856,-0.42301837,-0.31304482,0.0902103,-0.87171984,1.3475251,-0.75210714,-0.4438335,0.5321994,0.89247406,0.56774,-0.9214726,0.68459195,-1.2250319,-0.46409038,0.3037628,-0.12229691,-0.10977869,-0.4589311,-0.42615914,-0.88114226,0.31797537,-1.8242148,-0.5477075,0.09335579,-0.32811016,1.508251,-0.1686695,0.41224906,0.028201887,-0.3885184,-0.13832507,-0.2253204,-0.06771652,1.2601386,-0.7397401,-0.39730695,1.0857223,0.07108934,0.37625402,-0.08227588,1.304538,0.9352322
4,-1.4402834,0.00061030686,0.36726207,-0.5997426,0.7400644,0.30387914,-0.67047095,0.36871096,0.09079691,-0.5804786,0.48137617,0.5491682,0.6989938,-0.37568057,0.11582637,1.0878469,0.5177014,1.3279781,0.18812376,-1.2552255,0.9175186,-0.067971356,0.20569253,0.5261867,0.32101426,0.41852987,-0.44930148,0.839488,0.82904947,0.36091772,0.16968364,-0.10511981,0.34497017,1.2636418,0.9983979,-1.196926,-0.06670294,0.73241025,-0.12803456,0.3897547,-0.018712157,0.32681844,1.6943244,-0.31754124,-0.97153395,0.4940201,0.51467043,-1.2607403,0.44820386,0.104283854,-0.71484387,1.1644255,1.173344,-0.30903795,1.2882482,0.41765946,-0.35493127,-0.5040592,0.03545873,-0.123390734,0.8024662,0.75446063,-0.25914878,1.2072905,-0.49067178,0.34200856,-0.33888638,0.32356605,0.22972476,-0.4877314,1.6570613,-0.07042094,0.31904173,0.57946616,0.73991054,0.75235766,0.5744046,0.7942945,0.36931965,-0.42966968,-0.27324992,0.049190637,-1.0021486,-0.042106606,1.0174462,1.1814346,0.14963208,-0.37426996,-1.0924019,0.4411464,-0.42166469,1.3081751,0.16363591,0.30421597,1.3092604,0.63015074,-0.9293991,0.5581232,-0.88181883,-1.1641768,0.48248744,-0.07554072,0.14136809,-0.27092484,-0.20747793,0.51443803,-1.0643082,-0.5741073,-1.4786884,-0.49677813,0.27500242,0.93878376,-0.06016372,0.13175352,-0.32720286,0.19093502,-0.047049023,-0.3684042,-0.24031222,0.45343122,-0.23164324,-0.24421248,1.0049187,-0.41306332,-0.24492382,0.4123712,1.2933652,-0.031968247
5,-0.120680705,0.26216,0.45226255,-0.5212257,0.3141785,0.3559563,0.17980081,0.0061041787,-1.0629327,0.7378118,1.7313672,0.25682372,1.6417469,-1.6204222,0.048930407,1.2481768,0.5450201,-0.87224275,0.22259775,1.3973237,0.3431729,0.12983924,-0.17988887,0.8072043,-1.5922588,-0.03312753,-0.4490045,1.4079618,-1.1012855,-0.25690782,-0.4718869,0.20344238,0.21640228,-0.3946588,-0.12556796,-0.67560774,1.0530617,-0.6075539,0.22256103,0.37315375,-0.19632556,-0.46200305,0.56795675,0.39291742,-0.55044997,-0.40421563,0.79444426,0.23303682,0.9354318,0.03748452,-0.14880063,-0.36019856,-0.7199416,-0.32733142,-0.39833936,0.05393537,-1.0419128,0.3832579,0.23423688,0.64218813,-0.26214007,0.04793132,0.67792004,0.17550193,-0.7997319,-0.0913268,0.12847884,0.35085273,1.1199023,0.5682905,-0.20207642,-0.450149,0.2875459,0.70300555,0.32903466,0.589948,0.287639,0.52078056,-0.27861992,0.5032818,-0.49803677,-1.6430166,-1.4341946,0.057258807,0.6659402,-0.079894766,-0.28987038,-1.0036621,-0.19619128,-0.83501273,0.60325843,-0.6906909,0.6675617,-0.09285038,0.9059149,-0.36141443,0.0065594167,-0.21328364,-1.9343276,-1.056309,0.72159636,-0.11166106,0.11825295,-0.45580363,-1.4369339,-0.034996726,0.5877987,-2.3931074,-0.87195754,1.2526741,0.30110204,0.94848955,0.32051814,0.43996936,-0.33037958,0.007119626,-0.8341894,-1.0298394,-1.0659287,1.2583029,-1.026855,-0.32400987,0.84563357,0.20020227,-0.19840775,-0.33958545,1.4922498,1.0463847
6,-0.041585617,0.91814065,0.5507579,-1.323214,0.063308716,-0.5397189,0.40224847,-0.97502154,0.63364446,-0.15388308,1.2417057,0.11151596,0.391747,-0.57967186,0.13186386,0.7145224,1.1906132,-0.0025447793,-1.2435528,-0.92308235,0.15663457,-0.9342667,-0.37805933,-0.94104344,0.48855463,-0.8216915,-0.10885516,1.2394537,-1.0049189,-0.012524061,-0.7835958,-0.40622988,-0.091937095,0.054899655,0.10017169,0.4465592,0.8108215,0.35314938,0.15137213,-0.38329747,-0.21728767,-0.9911005,0.41326985,-0.38616017,-0.7760512,-0.22942193,-0.4774638,-0.44476345,-0.010698862,-0.11995889,-0.6814989,-0.65335506,-0.6233533,0.71971047,-0.44288638,0.37657228,-0.7931921,-0.6196919,0.19596496,0.13794288,-0.5908563,0.673073,0.08093698,0.98349977,1.3345307,0.64886653,-0.9581038,-0.72100735,1.035808,0.64348817,0.75906897,0.34514952,0.36558893,-0.34781802,0.50536025,0.09402645,0.6882899,-0.97975457,1.0420814,-0.13163354,0.48340502,0.17586507,0.019579586,0.104139805,0.797934,0.30913535,0.24930945,-1.2795806,-0.6867436,1.4516088,0.26008937,-0.44798827,0.7522177,-0.7684655,-0.5220161,1.3853436,-0.25228527,0.8469897,-0.84705096,0.0731689,0.0064500235,0.25969884,0.5761957,0.05992931,-0.42306963,1.3422346,-0.7057172,-0.71112406,-0.5725804,0.14114986,0.5531028,0.44371164,-0.3370169,0.31285658,0.46735948,-0.18882832,-0.06648287,0.615119,-0.03969706,0.28764346,0.8479849,-0.38349396,1.212741,0.056082882,-1.3484286,0.6980429,1.032256,0.18111347
7,-0.05393967,-0.017396692,-0.24420606,-0.08423549,0.06921183,-0.21262173,-0.24884382,0.11111684,0.696201,0.3764766,0.7780713,-0.8093904,-0.8554656,-1.4041854,-1.2336622,0.06851064,0.5217366,0.24491294,0.7205599,-1.1036578,0.95864534,-0.6112806,-0.8185388,-1.1345676,-0.5454452,-1.2245064,0.15193467,0.5305766,-1.2591664,1.1368525,-1.0767812,0.23394234,-0.38811874,-0.7821151,0.6135434,0.01548133,1.146683,0.3764426,0.6481555,0.54152,1.0926557,-0.09422982,-0.46277478,-0.5977769,-0.8125378,0.010908607,0.13205017,0.16301824,0.25057375,0.35899064,-0.8140147,0.5947943,1.1382561,0.3010245,-0.12239614,0.67189723,-0.12396479,-0.64527786,0.31185183,-0.8410555,-0.6648671,-0.4394167,0.3133679,0.17004155,0.77563745,0.62329435,0.37226182,0.4862156,-0.43566304,-0.8284993,-0.06758162,-0.28312343,0.48378396,-1.2984605,-0.17793754,0.39538077,0.215731,1.2496281,-0.34298384,-0.8132037,-0.27960956,-0.93032646,0.15056437,-0.7929465,0.0037251264,0.21568838,-0.80948204,0.29015303,-0.5002605,2.044291,0.6145203,0.5871585,0.07028352,0.6264376,-0.19439468,-0.09330367,0.647778,-0.90806776,-0.46952716,1.1123788,0.39711946,1.337509,1.0768124,-1.2084277,-0.10832318,0.58444554,-0.22302312,0.71950877,-0.6316301,-0.09217663,0.85780966,-0.1955735,-0.21397999,0.5446132,-0.4808812,-0.5432568,-0.18211806,0.6121776,0.43340892,0.4480786,-1.1325159,-0.5394968,-0.17658208,-0.18845735,-0.15869439,0.37405735,0.37148342,0.1847654
8,-1.1403075,0.04557015,1.0320361,-0.49816582,0.00907558,-0.10470447,0.3868017,-0.5063485,0.86178446,-0.7076067,0.3115483,0.6808963,0.9978643,-1.2688158,-0.5865773,1.3618313,1.1486952,0.6898468,-0.5776398,-0.3606272,0.8786478,-0.3659766,0.25874087,-1.0723691,0.06964039,-0.24512795,0.4227551,0.82963777,-0.5850339,0.28737995,-0.707427,-0.90853083,0.6707377,-0.33042592,0.3185841,-0.19208387,0.6014593,0.45093185,-0.44831836,0.4492643,-1.0378029,-0.7498617,0.35175943,-0.29346526,-0.80045253,0.34930795,-0.57991153,-0.5694462,0.027747191,-0.33086443,-0.31451124,-0.36612368,-0.08796468,0.66295326,0.5965441,-0.0636068,-0.71392184,-0.27912444,-0.020950284,-0.22529155,-0.6310753,0.5909269,-0.045600057,0.14542064,0.5779881,0.65864736,-0.23193619,0.039635163,0.13695753,0.40295792,1.0583674,0.21243265,0.35212478,-0.28677994,1.0295951,0.72564703,0.17842826,0.25365835,0.91109407,-0.26078838,-0.031623323,0.042783514,-0.5667418,-0.2847221,0.6208556,1.2158525,-0.09783231,-0.96827465,-1.1049907,1.424576,0.7654677,0.12350508,0.78102154,-0.69232833,-1.1821785,1.6308882,-0.43769675,0.7730347,-0.2802603,-0.33539963,0.5354835,0.15395194,1.1005186,-0.20336612,-0.62676674,0.5334514,-1.3858559,-0.3760061,-0.6581832,0.010101816,0.24912523,0.39133257,0.030824587,-0.022933785,0.27283856,-0.01479207,-0.42990714,0.58008134,0.123036966,-0.22753578,0.83106595,-1.0425144,0.3984394,-0.27099907,-0.4581598,0.6548456,0.78666,0.19095066
9,-0.64460087,-0.54273254,0.9657987,-0.4276111,0.4636,1.0303941,-0.16370413,0.73431826,1.1292158,-0.26701993,1.0269606,-0.3826294,0.6539242,-0.8325149,0.50882185,0.46444786,-0.14244808,0.061442204,-0.107706964,0.25155264,0.030485079,0.05458072,-0.3256459,1.1502199,-0.11668022,-0.0054240897,-0.08905721,0.58302915,-0.57206225,-0.022207133,-0.7880449,0.30216378,-0.17630282,-0.40904224,-0.13741699,0.42062914,-0.5437874,-0.027347222,-0.042807147,0.8168527,0.64171374,-1.1185793,0.09895508,-0.6220004,-0.1142216,0.08996102,0.786097,-0.20165348,0.9615541,0.03062063,-0.3339643,0.3794249,0.2850124,-0.27183098,-0.47551197,-0.4711592,-0.9270422,-0.58938533,-0.32801154,1.4914008,0.12317095,-0.50731623,0.50762296,-0.09260972,1.0717336,-0.83263206,0.53965366,0.86049205,0.83281773,0.11514191,-0.05134736,-0.18572807,-0.08423741,0.08521259,0.40091455,-0.70855564,0.123259485,0.191196,-0.7693529,1.4596003,-0.29813787,-1.7649707,-0.16336222,-0.23437029,-0.013333619,0.60314023,0.039591786,-0.67015517,-0.23640068,-0.65258723,1.3393703,0.022434698,0.21878338,-0.31409496,0.19408324,0.72201794,-1.0671641,0.59397453,-1.3516152,0.18688819,0.74146795,0.27192733,0.19650419,-0.42488077,-1.4988406,0.18118173,-0.9169501,-1.9549711,-0.3721683,0.33443594,-0.28688276,0.35323793,0.03571309,-0.48099697,0.5503388,-0.81563306,-0.3879244,-0.021855012,0.037537143,1.0595654,-0.978776,-0.43877316,0.8250982,-0.0162692,-0.46304452,0.32602736,0.97239935,1.7385519
