,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
0,-0.8525348,0.4915063,0.044346392,-0.8538554,-0.34660852,0.43990558,-0.23244631,0.07462898,0.88567555,-0.20925543,1.4518324,0.41104624,-0.4010836,-0.046604626,-0.6592517,1.2652456,2.1934474,0.45452404,-0.39893302,-0.53665173,0.37675512,-0.23520899,-0.71054256,-1.1783897,-0.03146804,-0.06948715,-0.19725633,0.9258191,-0.7333752,0.3475853,-0.7760918,0.91689825,-0.16402392,-0.32957762,0.4061882,-0.243796,0.36901557,0.49653655,0.0867815,-0.3413752,-0.41221032,-0.63436055,-0.57027984,-0.7022853,-0.759945,-0.7879767,0.2241812,-1.4223503,0.6369016,1.294336,0.31729823,-0.69244224,-0.14839664,-0.35231304,0.46952328,-0.25128525,-0.08037561,-1.7030472,0.024604166,0.66151,0.1627768,0.2771247,1.4329771,0.45957062,1.580356,-0.27795076,-0.081397824,0.98323745,0.73603624,0.50466454,-0.30326548,0.87250054,-0.034809027,-0.3204096,2.086328,0.58724785,0.57670164,-0.8827742,0.596892,-0.010187343,-0.69003487,0.50601804,-0.9024847,-0.69451416,0.068455085,1.5834069,-0.75103766,-0.767515,-0.927287,1.4497926,0.73893243,-0.014386934,0.5602655,-0.5107392,0.106634244,0.52479815,0.058603514,2.010429,-0.42036155,-0.2654677,0.89452237,0.31476283,0.17019497,-0.676241,0.3187714,0.23384534,-1.5361999,0.4722366,-0.74725163,-0.09803365,0.36288154,0.6030393,-0.24667218,0.44269302,-0.18820214,-1.1252927,0.117117345,0.1217642,-0.13374034,0.884514,0.1193236,-0.16737765,0.72159183,-0.36385736,-0.8026088,0.19613317,-0.5367973,0.07256791
1,0.3328877,0.0043426603,-0.9951119,0.23813388,0.051142707,0.37996247,0.05808964,0.3032953,-0.6055204,0.4656559,0.2768014,-0.4957602,0.5921804,0.26060453,0.18233985,-0.37360328,-1.2444562,-1.5511765,-0.3170536,0.76112175,-0.21250516,0.5579455,0.47154176,0.58978057,0.9572734,0.07607827,0.3800368,0.50961655,-0.59979784,-0.8737925,-0.112809956,-0.7034627,-0.31923047,0.073750325,-1.2340535,1.4071932,-1.0311755,-0.6560066,0.732219,-0.86848474,-0.91597784,0.7119283,-0.9653387,-1.3656515,-0.14267789,-0.11621955,-0.23036641,0.6798774,-0.23020637,-0.15715128,-0.71407324,0.7320934,-0.018299006,0.17544208,-0.6688021,0.31136662,-0.5048487,-0.12430374,0.65746766,0.2920707,-0.27521935,-0.23597676,1.4516236,-0.49238595,0.5927165,-1.313705,-0.57313,-0.11124296,-0.4473162,0.51192176,-0.19320703,0.6966989,-0.7999595,-0.07901541,-0.39756006,-0.30547518,-0.33503997,0.7107589,0.5524497,0.81722564,0.15376627,-0.85139704,-0.3252186,1.1837507,0.56443864,0.41233513,-0.05447091,-0.25882092,0.48874208,-1.2492592,2.1006014,0.012986954,0.40696144,1.1526884,-0.17092577,0.93733907,-0.80728245,-0.6757299,0.34688124,0.045944266,-0.03432432,0.10471069,1.0727334,-0.4953425,-0.256397,-0.68483025,-0.70169973,-0.22150955,-0.5116591,-0.25984618,0.71488965,-0.7051895,0.026024476,1.0679135,1.734617,0.76523566,-0.4991841,1.0335989,0.09122738,1.6767025,-0.19590111,0.30876875,-0.5333638,0.32586798,-0.38143837,-0.38754603,0.81961185,-0.6186672
2,-0.9879519,0.9629178,0.21702984,-1.0717866,-0.15664566,0.41526836,-0.35047856,-0.61888045,0.2312788,-0.118327245,0.12049266,0.66031533,1.2196649,-1.0054597,1.7602768,1.5971899,1.0252811,-0.021993183,-0.0878488,-0.47637385,-0.7209413,0.11985989,-1.210808,1.0788876,-0.58468014,-0.17417619,0.5971801,1.3648242,-1.1301427,0.17409813,-1.2815794,0.085855305,0.13768354,-0.020694815,0.99543613,0.009376835,-0.26096338,-0.6347075,0.5498726,0.40607914,-0.085618705,-1.4071558,-1.0162926,-0.58224034,-0.1279474,-0.80966604,0.33321247,-0.5793123,0.989703,0.054685064,-0.35011256,-0.009678043,-0.010839298,0.12299056,0.7342663,-0.5637305,-0.59534186,-1.5037726,-0.59781504,0.33734658,-0.13584891,-0.09780899,0.5768215,0.24731635,0.9266772,0.20984039,0.51059693,0.08836378,1.0035223,0.21349683,0.7536367,-0.19591966,0.96583897,0.11711845,1.4378952,-0.044273768,-0.19709522,-0.08693801,0.7191145,0.32364738,-0.24340978,-0.38834676,-1.5005987,0.3517807,1.7002621,1.0854671,0.0017740689,-0.7742918,-1.099467,0.6692323,1.1052871,0.47974476,1.0073977,-0.60813385,-0.055748664,1.4308761,-0.2844025,1.8471102,-1.8413031,0.079214595,0.3190112,0.7567706,0.04964064,-0.28967226,-0.6313094,-0.054695163,-1.8483016,-0.39877382,-0.86262035,0.44482803,-0.8950521,1.0968213,-0.36796513,-0.6464565,-0.67231596,-0.3282927,-0.40219957,0.09330281,0.1993665,1.2099601,-0.24136375,-0.7277479,1.5945323,-0.923376,0.17196989,0.4785171,1.043547,0.66233844
3,-0.46848056,0.062196717,0.39339104,-0.6810685,0.373309,-0.26176846,-0.803806,0.46875474,0.055476576,-0.32649356,0.61800843,0.44382143,-0.30560118,-0.6452451,-0.8494724,0.0006728023,0.8466047,-0.07157672,0.38303602,-0.3742722,0.8533443,-0.76392573,0.70376647,-0.9283011,-0.060778674,-0.8171058,0.20225838,0.9377385,-0.7971092,-0.6221682,-2.2993186,-0.19910116,-1.0056275,0.5295702,0.3737177,0.13450931,0.82692105,-0.40923443,-0.3400067,0.03128037,0.18047507,-0.011762835,0.69427574,0.7305911,-0.5453842,-0.96034425,-0.24399959,-0.7535292,0.80266947,-0.09630419,-0.9124848,-0.50263697,0.742277,-0.5341926,-0.40856183,-0.32823354,0.5373798,-0.2028073,-0.56933707,-0.112679556,-1.0660063,0.3731981,0.038768232,0.5364547,-0.6992793,0.78865117,0.014746897,0.34855264,0.34781045,-0.42278904,-0.10079635,0.5174049,-0.58101016,-0.3092702,1.0223702,0.5541471,0.5135181,1.0388546,0.39723608,-0.8654073,-0.30215666,0.15424001,-0.55488586,-1.6418098,0.24979946,0.6346489,-0.34121212,-0.10363908,-0.8241484,1.4704515,0.7059978,0.1442872,0.04954266,-0.23661897,0.35479677,0.023033075,-0.4194144,-0.5672694,-0.33166772,0.7173529,0.7005899,-0.17856748,0.76490945,-0.6030675,0.068661965,-0.05379276,0.13354021,-1.1620005,-1.5824848,-0.24873176,0.9139608,0.40141982,0.19494954,0.8647857,-0.07997407,-0.19884734,-0.35101613,0.86276484,1.0173038,0.9906628,-0.61957246,-0.83258295,0.048490148,0.085443355,0.034288216,-0.21078724,1.2078211,0.8630326
4,-0.25483555,-0.36478195,0.042914733,-0.35430533,-0.5898607,0.2260615,0.4349083,0.19041702,0.5338882,0.24460611,0.30545998,-0.5941387,0.9590693,-0.5452985,0.4214217,1.5057846,1.0639967,-0.78184026,-0.069926575,-0.011816499,-0.60094005,0.7484035,-1.3644125,0.8027772,-0.15130536,0.32238665,1.5466139,0.43680808,-0.53923273,0.21639349,-0.5131422,0.2197111,0.01793569,-0.038724314,0.83209807,0.7566605,-1.5840589,-0.0115959495,1.3368561,0.32712865,-0.2586667,-0.5912268,-1.142452,-1.3581903,0.032597467,-1.1035866,0.012174282,-0.38726458,0.1512407,-0.31242043,-0.3597964,0.82718235,-0.1926477,0.10734011,-0.0988113,0.28877378,-0.32890868,-1.4359959,-0.16298632,0.105764784,-0.110269725,0.17609471,0.27235025,0.6557366,1.7948252,-0.5339125,0.5709353,0.6031441,-0.6235744,0.9348452,0.25009242,0.10684413,1.4404535,-1.0162112,1.5321759,-0.19995856,-0.26193672,0.08524886,-0.014690734,-0.088931896,-0.15727645,-0.66720665,-1.0500821,0.2849679,1.5628039,-0.12794963,0.099901125,-1.4622618,-1.3016584,-0.002354404,1.1987691,1.0782479,-0.07498403,-0.76057345,-0.23903519,0.52835864,-0.20850614,1.283488,-0.80447114,0.123609014,0.45754397,1.7033415,-0.06632961,-0.40236416,0.48741835,0.7995611,-1.1262093,-0.17032537,-0.9029668,-0.5206345,0.49132138,0.7784528,0.1801572,-0.4894787,0.055400163,0.24112344,-0.5360465,1.099835,0.05722803,1.137473,0.69851756,-0.32613662,0.84396607,-0.14595689,0.615719,-0.6103752,0.13700125,0.43058547
5,-0.6528455,0.34560582,-1.6049563,0.6111044,-1.3326231,0.8803948,-1.0954599,-0.62071276,-0.3834857,-0.4279895,-0.43259436,0.418087,0.52130246,-0.030110281,0.57281506,-0.13295564,1.0511382,-0.99774593,-0.077883705,0.6576543,0.323548,-1.3952166,0.48965883,-0.7664341,0.31325844,0.3765711,-0.30951127,0.4846868,0.22126444,1.0054548,-0.5244461,-0.06553021,-0.66458,0.95987856,0.46768248,0.056307267,-0.14047939,-0.34660083,-0.57820225,-0.18895032,0.22943081,1.7216612,-0.8081039,0.018754415,0.34670883,-1.3252118,0.44897473,0.8856342,1.1629884,0.020750264,-0.29032254,-1.1160452,0.012243405,0.8606584,-1.0264859,-0.37731823,0.7140837,-0.40814602,-0.57072306,-0.08613028,-0.78702384,1.0006951,0.98135746,0.60822225,-0.7960468,-0.079465,-0.20497009,0.3199124,1.1015567,0.3213001,1.2184994,0.4162973,-0.22586118,0.13810031,0.99026597,-0.16288714,1.1064559,0.39360806,0.59281945,-0.7561256,-0.23842266,-1.3715779,-1.02445,-0.6875771,0.7081904,0.7865199,0.19762808,-0.700344,-1.0849161,-0.06953207,1.4930967,-0.31952307,0.36718208,0.20640182,-0.705037,2.4285548,0.54014224,0.5282209,-1.6881886,0.12029471,0.29379833,1.0255226,0.86678874,0.06199321,0.60834056,-0.18456131,-0.975875,-1.3474487,-0.8220196,0.4083078,-0.6215681,0.40650314,-1.0168265,0.173322,-0.51785946,-0.2316308,-1.6463345,-0.30707264,0.21083066,-0.03302117,0.47165298,-0.971943,1.2246399,-0.5367055,0.53760356,-1.021206,1.0251124,0.7682247
6,-0.7140416,0.12123042,0.41509098,-0.65410626,-0.10410237,-0.53741884,0.44487137,0.59499365,0.2301313,-0.094004095,0.9344006,-0.3628772,0.9329044,-0.8369912,-0.6406746,1.1728538,1.166931,-0.11934547,-0.58813804,-0.74686205,0.19969329,0.3822336,-0.35884172,-0.76345366,-0.2269941,0.29140127,0.899881,1.3859787,-0.7702566,-0.35316786,-1.5895811,0.70037186,0.003933694,0.028287642,1.2802136,0.2856532,0.39817837,0.42543134,0.8069879,0.49068514,-0.8334233,-0.7389773,0.047360457,-0.3057131,-0.40052855,-0.50907564,0.44465852,-0.86930656,0.5062195,0.36593994,-0.5367586,0.58665866,-0.6814227,0.43852633,-0.1825209,0.96926355,-1.1729418,-0.58715445,-0.13337983,0.7160809,-0.78786904,-0.15188536,-0.5805518,-0.2177941,1.2613069,-0.08760838,-0.842052,0.9062535,0.30147433,-0.0531083,-0.13620435,0.4143118,0.36969092,-0.8240028,1.7478886,0.28728405,0.14418489,-0.47788697,0.13127509,-0.35088736,0.14515209,0.026005078,0.10192313,-0.176673,0.694979,0.7774831,0.23931432,-0.81513226,-0.72989964,1.0815585,-0.35493365,0.41521987,0.07779825,-1.8111546,0.016960658,1.0743166,-0.8562049,-0.04476559,0.10451613,0.21825852,0.511687,1.0104151,-0.12003276,-0.7261785,-0.40148112,0.5864669,0.022423152,-0.19670808,-0.3292397,-0.770217,1.4248767,-0.21901001,-0.37649634,0.30148336,0.6695079,0.22039726,0.38951907,1.1540698,0.3317855,0.41975665,0.833045,-0.5901172,0.39970303,0.2915044,-1.0312334,0.5635441,0.32852656,0.80703634
7,0.84718597,-0.37511086,-0.88821137,0.17083782,0.5694636,0.66638774,-1.0225419,-0.6114696,0.020724654,0.4690155,-1.3060954,-0.65898323,-0.6792938,0.2580924,-0.6264404,-0.47302997,0.7983532,-0.19511546,-0.5030593,-1.0133048,0.2030662,0.051505934,-0.46020997,0.4707476,0.73989993,0.0239059,0.6002567,0.35097852,0.56900096,0.8149733,0.9810755,1.3785913,0.27686536,0.9042807,0.08832812,-0.12014958,-0.11096959,-0.928148,1.1539803,-0.24877313,0.081968375,0.45447117,0.8886236,-0.56673557,1.2687988,0.33124876,0.4523827,-0.7744,-0.14608836,-0.8528094,-0.26905072,-0.5934694,0.51895803,-0.93739575,0.41946328,0.39160082,0.09220137,-1.1176618,1.9612768,-0.53620607,-0.093328044,-0.3001833,0.49025786,0.67709273,-0.15341285,0.39811838,0.14275742,0.38694426,0.38516593,-1.2071047,0.16652058,-0.2715203,-1.0053502,-0.24868844,0.54318225,0.5017351,0.39464316,0.15810032,0.9913698,-0.6702981,0.51929015,0.73658335,-0.18770453,0.8237247,-0.021657363,-0.17497584,-0.07212834,-0.7602274,-1.3761147,0.12905295,-0.3313255,0.94405186,-1.7478343,-0.006281391,0.7134616,-0.25460893,-0.72780997,-1.1611873,-0.38237676,1.139054,-1.177523,-0.017689079,-1.0382729,-0.7065303,-1.7327025,0.33054197,-1.7147894,-0.3849508,-1.6728613,-0.63478684,0.24573933,0.046660654,-0.55165446,-0.075473785,0.69849116,1.1895661,-0.40627065,-0.08593355,-0.8146162,1.0160024,0.74845016,-0.33094722,1.415999,-0.42768925,-0.28992128,-0.5650468,1.7211437,-1.1654434
8,-0.033733107,0.032679275,1.9490019,-0.38241974,-0.025176402,0.32661337,0.92608273,-0.3369453,1.2523054,0.015882146,1.8586261,0.2573304,0.68144184,-0.7247472,0.028824024,0.7958594,0.8707292,0.6399858,-0.49731266,-0.17300227,-0.24280326,0.03384354,-0.98040926,0.3879376,0.54857856,-0.07940421,-0.027503496,1.5740348,-0.36336064,-0.03694728,-1.0432419,0.5007141,-1.2326914,-0.29303345,0.41129252,-0.5896639,-1.2690657,1.227007,-0.051902458,0.0084629655,-0.1326552,-0.8417074,0.15551528,-1.1161058,-1.4325317,-0.10358296,-0.036541954,-1.0735904,-0.26534337,0.72080624,0.26765075,0.32946977,0.58097327,-0.89408165,0.52284,0.23793186,-0.11731219,-1.0070072,-0.4142985,0.70191383,1.1841857,0.4963957,0.7516289,1.4673805,1.5779027,0.13529903,0.14879967,0.018498383,0.48947042,1.0636619,0.65144867,-0.45898652,1.2678528,0.6542841,1.2259504,0.395558,0.32036176,0.2370842,-0.4135172,1.1543034,0.17149055,-0.6237612,-1.2075626,-0.06277438,0.91600233,0.02002547,0.96360135,-2.1244767,-1.0143758,0.1215357,0.48506534,0.15335192,0.5273533,-0.11903571,0.9815311,0.26520103,-0.46506304,2.0393085,-1.0289106,-1.6209046,0.25621414,0.5780583,0.28548747,-0.6959575,0.29243764,1.1432735,-0.9610158,-0.92986023,-0.34855354,-0.60969317,1.0402516,1.295447,-0.093875274,0.26037478,-0.12173047,0.51769686,-0.44976893,0.5125313,-0.9414314,1.6233249,-0.20392017,-0.17566879,0.7436045,-0.276952,-0.634586,1.136811,-0.31548104,0.15250835
9,0.56575656,-0.7103473,-0.49583375,-0.6523446,-0.56029546,-0.111823246,0.072244406,-0.061672945,0.14808995,0.6009889,-0.027434621,-0.21021162,-0.43911868,-0.5420531,0.4413236,-0.14520067,0.4000158,-0.46956336,0.8696864,-0.0611775,-0.874761,-0.24415395,-0.73719126,0.64870965,-0.009589547,0.53989846,0.6733993,-0.14254266,-0.026471123,0.06104011,0.09392326,0.25280663,-0.06987067,-0.739959,0.25033566,-0.12134792,-0.13959613,0.4490334,0.7282928,-0.040303804,0.13559768,-0.09056228,-0.47329107,-0.20621043,-0.4852272,-0.41274393,-0.06985611,-0.12559138,-0.28574324,-0.096847296,0.11189829,-0.052717935,0.48194832,-0.56513804,0.07150073,0.1982549,0.44780257,0.48026508,-0.03824143,-0.623702,-0.042822335,-0.08416888,-0.3052308,0.70606375,0.5487016,0.45604765,0.5150782,-0.17917044,0.39415854,-0.11837645,0.02980277,-0.71522164,0.62976325,-0.59511274,-0.2342703,0.10085908,-0.5619423,-0.09883709,-0.13668855,-0.6185641,-0.22529611,-0.5203936,-0.27644277,-0.15166882,0.27173516,-1.1412694,0.08777012,-0.046323344,-0.27786708,0.49676177,0.17848971,-0.50521976,-0.6923302,0.20996231,0.029970087,-0.22801434,0.31960595,0.21270531,-0.4623872,-0.047845628,0.068450466,0.62671417,0.61584634,-0.20380697,0.22670761,0.24588604,0.43930724,-0.09689839,0.22548407,-0.65971935,0.25524783,0.49409032,0.2992495,-0.084709026,-0.28094113,-0.0051859394,-0.29936045,0.62539697,0.77722627,0.67547053,0.07031628,0.064245254,-0.27092147,0.37410885,0.42324424,-0.41433534,0.17520972,-0.33498994
